2014-12-23 21:08:37: -- Analysis Started by User
2014-12-23 21:08:44: /materials/SiGe/structure: 冲突: 新文件有变化
2014-12-23 21:08:44: /materials/SiGe/structure.php: 冲突: 新文件有变化
2014-12-23 21:08:44: /materials/SiGe/test.php: 冲突: 新文件有变化
2014-12-23 21:08:44: /minimize/input: 冲突: 新文件有变化
2014-12-23 21:08:44: /minimize/input.php: 冲突: 新文件有变化
2014-12-23 21:08:44: /minimize/lammps.pbs: 冲突: 新文件有变化
2014-12-23 21:08:44: /minimize/log.lammps: 冲突: 新文件有变化
2014-12-23 21:08:44: /minimize/structure.php: 冲突: 新文件有变化
2014-12-23 21:08:44: /plot/tempAve.dis: 冲突: 新文件有变化
2014-12-23 21:08:44: /potentials/BNC.tersoff: 冲突: 新文件有变化
2014-12-23 21:08:44: /potentials/Si.sw: 冲突: 新文件有变化
2014-12-23 21:08:44: /potentials/SiC_1989.tersoff: 冲突: 新文件有变化
2014-12-23 21:08:44: /potentials/SiCGe.tersoff: 冲突: 新文件有变化
2014-12-23 21:08:44: /project/sub.php: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/A2B.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/A2B.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/A2B.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/A3B.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/A3B.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/A3B.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/AB.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/AB.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/AB.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/bcc.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/bcc.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/bcc.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/driver.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/driver.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/driver.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/elements.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/elements.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/elements.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/fcc.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/fcc.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/fcc.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/hcp.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/hcp.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/hcp.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/latgen: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/lattice.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/lattice.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/lattice.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/lists.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/main.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/main.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/Makefile: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/memory.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/memory.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/memory.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/perovskite.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/perovskite.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/polycrystal.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/polycrystal.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/random.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/random.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/random.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/README: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/test/b2-user.dat: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/test/README: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/user.cpp: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/user.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/user.o: 冲突: 新文件有变化
2014-12-23 21:08:44: /src_latgen/version.h: 冲突: 新文件有变化
2014-12-23 21:08:44: /test/atomcfg.xyz: 冲突: 新文件有变化
2014-12-23 21:08:44: /test/data.pos: 冲突: 新文件有变化
2014-12-23 21:08:44: /test/map.in: 冲突: 新文件有变化
2014-12-23 21:08:44: /test/sub.php: 冲突: 新文件有变化
2014-12-23 21:08:44: /sub.php: 警告：旧文件将替换新文件
2014-12-23 21:08:44: 分析完毕并发现冲突情况。如需解决冲突请选择正常的同步方向。
2014-12-23 21:08:44: 变更：1,335， 冲突：662， 复制时间：， 复制状态：/， 错误： , All: 1403
2014-12-23 21:08:44: Right to Left: Copy File: 673 
2014-12-23 21:08:44: ----- ：分析已结束。 历时 00:00:07， 速度： 200 个文件/秒 -----
2014-12-23 21:08:44: 
2014-12-23 21:09:48: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /lammps.pbs
2014-12-23 21:09:48: Done.
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /aa.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /config.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /discript.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /exec.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /funcs.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /genPbs.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /genPbss.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /in.disorder
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /in.disorderC
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /input.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /lammps.pbs
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /latgen
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/Ar/disp.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/Ar/parameter.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/Ar/structure.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/disp.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/in.disp
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/map.in
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/parameter.php
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/0
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/1
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/10
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/11
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/12
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/13
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/14
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/15
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/16
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/17
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/18
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/19
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/2
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/20
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/21
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/22
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/23
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/24
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/25
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/26
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/27
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/28
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/29
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/3
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/30
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/31
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/32
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/33
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/34
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/35
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/36
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/37
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/38
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/39
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/4
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/40
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/41
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/42
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/43
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/44
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/45
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/46
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/47
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/48
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/49
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/5
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/50
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/51
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/52
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/53
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/54
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/55
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/56
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/57
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/58
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/59
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/6
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/60
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/61
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/62
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/63
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/64
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/65
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/66
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/67
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/68
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/69
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/7
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/70
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/71
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/72
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/73
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/74
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/75
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/76
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/77
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/78
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/79
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/8
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/80
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/81
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/82
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/83
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/84
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/85
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/86
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/87
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/88
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/89
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/9
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/90
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/91
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/92
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/93
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/94
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/95
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/96
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/97
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/98
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/99
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/0
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/1
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/10
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/11
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/12
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/13
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/14
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/15
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/16
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/17
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/18
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/19
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/2
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/20
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/21
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/22
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/23
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/24
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/25
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/26
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/27
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/28
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/29
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/3
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/30
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/4
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/5
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/6
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/7
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/8
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/9
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C12N/origin
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/0
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/1
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/10
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/11
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/12
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/13
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/14
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/15
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/16
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/17
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/18
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/19
2014-12-23 21:09:51: === User Changed Action from 'COPY_RIGHT_TO_LEFT' to 'NO_COPY' on item /materials/BN-small/pos/C25N/2
